id,original_title,original_language
1834,Murder My Sweet,en
26282,Macao,en
37218,For the Moment,en
252,Willy Wonka & the Chocolate Factory,en
116356,La vie sexuelle des Belges 1950-1978,it
16372,The Innocents,en
11561,Sleeper,en
11302,Bananas,en
623,A Fish Called Wanda,en
583,Life of Brian,en
12614,Victor/Victoria,en
21711,The Candidate,en
11575,The Great Race,en
475,Bonnie and Clyde,en
11331,The Old Man and the Sea,en
521,Dial M for Murder,en
21202,Madame Butterfly,en
88,Dirty Dancing,en
500,Reservoir Dogs,en
792,Platoon,en
8491,Weekend at Bernie's,en
402,Basic Instinct,en
10537,The Doors,en
11386,The Crying Game,en
9504,Glengarry Glen Ross,en
15764,Sophie's Choice,en
601,E.T. the Extra-Terrestrial,en
67365,The Search for One-eye Jimmy,en
25842,A Christmas Carol,en
2119,Days of Thunder,en
744,Top Gun,en
136311,American Strays,en
221,Rebel Without a Cause,en
702,A Streetcar Named Desire,en
25750,Children of the Corn IV: The Gathering,en
17642,The Leopard Son,en
427043,Charms Zwischenfälle,de
146341,Bird of Prey,es
9305,Microcosmos : Le Peuple de l'herbe,fr
37616,Palookaville,en
11112,The Associate,en
21612,The Funeral,en
141210,The Sleepover,en
102461,La fille seule,fr
36998,Le huitième jour,fr
200383,North Star,en
116844,Drunks,en
1630,The People vs. Larry Flynt,en
26626,Glory Daze,en
124837,A Perfect Candidate,en
11816,On Golden Pond,en
11843,The Return of the Pink Panther,en
10379,Drop Dead Fred,en
2756,The Abyss,en
790,The Fog,en
1103,Escape from New York,en
11298,The Howling,en
4480,Jean de Florette,fr
4481,Manon des Sources,fr
49688,Johnny cien pesos,es
10765,Private Benjamin,en
762,Monty Python and the Holy Grail,en
44497,Hustler White,en
85588,Dadetown,en
278621,Everything Relative,en
99479,Entertaining Angels - The Dorothy Day Story,en
55049,Trois vies et une seule mort,en
124829,The Line King: The Al Hirschfeld Story,en
79306,Snowriders,de
356054,Curtis's Charm,en
10548,When We Were Kings,en
531,The Wrong Trousers,en
104931,JLG/JLG - autoportrait de décembre,fr
4483,Le Retour de Martin Guerre,fr
18919,Faust,cs
31556,He Walked by Night,en
26167,Raw Deal,en
26174,T-Men,en
61461,I bambini ci guardano,it
117500,La symphonie pastorale,en
218713,Here Comes Cookie,en
217802,Love In Bloom,en
127973,Six of a Kind,en
659,Die Blechtrommel,de
30892,The Ruling Class,en
86369,Mina Tannenbaum,fr
8074,Deux ou trois choses que je sais d'elle,fr
124676,The Bloody Child,en
38554,Dear God,en
49763,Bad Moon,en
41326,American Dream,en
36555,Best of the Best 3: No Turning Back,en
10608,Bob Roberts,en
11216,Nuovo Cinema Paradiso,it
7452,The Cook the Thief His Wife & Her Lover,en
64567,Grosse fatigue,fr
892,Delicatessen,fr
1600,La double vie de Véronique,fr
26561,Enchanted April,en
975,Paths of Glory,en
18129,The Grifters,en
54405,Hear My Song,en
150823,The Shooter,en
409,The English Patient,en
38251,Mediterraneo,it
10161,My Left Foot: The Story of Christy Brown,en
1412,Sex Lies and Videotape,en
41768,Passion Fish,en
10409,Strictly Ballroom,en
14285,The Thin Blue Line,en
2469,¡Átame!,es
10174,Madonna: Truth or Dare,en
31225,Paris is Burning,en
510,One Flew Over the Cuckoo's Nest,en
11455,Up in Smoke,en
1891,The Empire Strikes Back,en
2493,The Princess Bride,en
85,Raiders of the Lost Ark,en
68,Brazil,en
679,Aliens,en
429,Il buono il brutto il cattivo,it
13446,Withnail & I,en
389,12 Angry Men,en
947,Lawrence of Arabia,en
185,A Clockwork Orange,en
595,To Kill a Mockingbird,en
28,Apocalypse Now,en
335,C'era una volta il West,it
1892,Return of the Jedi,en
144,Der Himmel über Berlin,de
1092,The Third Man,en
769,GoodFellas,en
348,Alien,en
766,Army of Darkness,en
175,Le Grand Bleu,fr
11645,乱,ja
10835,喋血雙雄,cn
539,Psycho,en
525,The Blues Brothers,en
240,The Godfather: Part II,en
600,Full Metal Jacket,en
530,A Grand Day Out,en
10705,Henry V,en
279,Amadeus,en
3109,The Quiet Man,en
311,Once Upon a Time in America,en
1578,Raging Bull,en
703,Annie Hall,en
9549,The Right Stuff,en
1398,Сталкер,ru
387,Das Boot,de
9277,The Sting,en
343,Harold and Maude,en
37291,Trust,en
490,Det sjunde inseglet,sv
11235,Local Hero,en
218,The Terminator,en
763,Braindead,en
9665,Glory,en
18971,Rosencrantz & Guildenstern Are Dead,en
696,Manhattan,en
379,Miller's Crossing,en
207,Dead Poets Society,en
37247,The Graduate,en
1480,Touch of Evil,en
9322,Nikita,fr
826,The Bridge on the River Kwai,en
422,8½,it
829,Chinatown,en
828,The Day the Earth Stood Still,en
3090,The Treasure of the Sierra Madre,en
9964,Bad Taste,en
3063,Duck Soup,en
13667,Better Off Dead...,en
694,The Shining,en
235,Stand by Me,en
832,M,de
765,Evil Dead II,en
5925,The Great Escape,en
11778,The Deer Hunter,en
4485,Diva,fr
137,Groundhog Day,en
33,Unforgiven,en
982,The Manchurian Candidate,en
8428,Pump up the Volume,en
212,Arsenic and Old Lace,en
105,Back to the Future,en
1633,Fried Green Tomatoes,en
11202,Patton,en
1554,Down by Law,en
149,アキラ,ja
8009,Highlander,en
903,Cool Hand Luke,en
11673,Cyrano de Bergerac,fr
3034,Young Frankenstein,en
339,Night on Earth,en
10404,大红灯笼高高挂,zh
914,The Great Dictator,en
756,Fantasia,en
288,High Noon,en
910,The Big Sleep,en
2640,Heathers,en
16633,Somewhere in Time,en
665,Ben-Hur,en
11031,This Is Spinal Tap,en
11314,Koyaanisqatsi,en
15143,Some Kind of Wonderful,en
89,Indiana Jones and the Last Crusade,en
10322,Being There,en
783,Gandhi,en
10644,The Unbearable Lightness of Being,en
11257,A Room with a View,en
14370,Real Genius,en
12104,Pink Floyd: The Wall,en
625,The Killing Fields,en
8816,Mitt liv som hund,sv
830,Forbidden Planet,en
2323,Field of Dreams,en
983,The Man Who Would Be King,en
642,Butch Cassidy and the Sundance Kid,en
655,Paris Texas,en
10341,Bis ans Ende der Welt,de
639,When Harry Met Sally...,en
266022,I Shot a Man in Vegas,en
168450,Parallel Sons,en
30180,Hype!,en
31388,Santa with Muscles,en
41801,Female Perversions,en
66034,Mad Dog Time,en
348138,Breathing Room,en
96288,Paris Was a Woman,en
61536,I'm Not Rappaport,en
18762,Blue Juice,en
331367,Kids of Survival,en
8077,Alien³,en
814,An American Werewolf in London,en
41671,Amityville: It's About Time,en
27214,Amityville 3-D,en
52263,Amityville: Dollhouse,en
33519,Amityville: A New Generation,en
16235,Amityville II: The Possession,en
11449,The Amityville Horror,en
41848,The Amityville Curse,en
25944,Blood for Dracula,en
24913,April Fool's Day,en
49126,Audrey Rose,en
32076,The Believers,en
571,The Birds,en
8851,The Blob,en
37843,Blood Beach,en
32146,Body Parts,en
30346,The Body Snatcher,en
6114,Dracula,en
229,Bride of Frankenstein,en
13549,Burnt Offerings,en
9529,Candyman,en
1598,Cape Fear,en
11349,Cape Fear,en
7340,Carrie,en
6217,Cat People,en
377,A Nightmare on Elm Street,en
653,Nosferatu eine Symphonie des Grauens,de
28198,Nosferatu a Venezia,en
794,The Omen,en
31640,Blood and Wine,en
8744,Albino Alligator,en
25189,The Mirror Has Two Faces,en
145,Breaking the Waves,da
2212,Nightwatch,en
199,Star Trek: First Contact,en
7863,Shine,en
12498,Sling Blade,en
9279,Jingle All the Way,en
53234,Identificazione di una donna,it
17204,Paradise Lost: The Child Murders at Robin Hood Hills,en
21539,The Preacher's Wife,en
85589,Kjærlighetens kjøtere,no
12709,Ridicule,en
20539,The Crucible,en
11674,101 Dalmatians,en
199512,Il Cristo proibito,it
64900,J'ai pas sommeil,fr
1573,Die Hard 2,en
152,Star Trek: The Motion Picture,en
174,Star Trek VI: The Undiscovered Country,en
172,Star Trek V: The Final Frontier,en
154,Star Trek II: The Wrath of Khan,en
157,Star Trek III: The Search for Spock,en
168,Star Trek IV: The Voyage Home,en
364,Batman Returns,en
11967,Young Guns,en
9086,Young Guns II,en
621,Grease,en
9037,Grease 2,en
10173,Marked for Death,en
55687,Adrenalin: Fear the Rush,en
168535,The Substance of Fire,en
8845,Under Siege,en
46681,Terror in a Texas Town,en
578,Jaws,en
579,Jaws 2,en
17692,Jaws 3-D,en
17795,My Fellow Americans,en
75,Mars Attacks!,en
13891,Citizen Ruth,en
9390,Jerry Maguire,en
378,Raising Arizona,en
10896,Tin Men,en
2322,Sneakers,en
41240,Bastard Out of Carolina,en
26949,In Love and War,en
9819,Marvin's Room,en
49799,Somebody Is Waiting,en
31908,Ghosts of Mississippi,en
46027,Night Falls on Manhattan,en
3179,Beavis and Butt-Head Do America,en
1802,La Cérémonie,fr
4232,Scream,en
9361,The Last of the Mohicans,en
2928,Michael,en
30285,The Evening Star,en
10549,Hamlet,en
58102,Some Mother's Son,en
18451,The Whole Wide World,en
27265,Mother,en
49935,Les voleurs,fr
8818,Evita,en
36758,The Portrait of a Lady,en
36040,Walkabout,en
74239,Message to Love: The Isle of Wight Festival,en
9415,Murder at 1600,en
55146,Hearts and Minds,en
303693,Inside,en
12145,Fierce Creatures,en
42424,Zeus & Roxanne,en
34314,Turbulence,en
2892,Angel Baby,en
9404,警察故事4之簡單任務,cn
85242,Underworld,en
9622,Beverly Hills Ninja,en
8860,Metro,en
197537,La machine,en
66597,Falling in Love Again,en
14832,The Cement Garden,en
9619,Dante's Peak,en
40506,Meet Wally Sparks,en
31000,Amos & Andrew,en
4104,Benny & Joon,en
26306,Prefontaine,en
203829,A Tickle in the Heart,en
43775,Guantanamera,es
14908,McHale's Navy,en
784,Kolja,cs
12489,Gridlock'd,en
168283,Fire on the Mountain,en
16448,Waiting for Guffman,en
55936,Кавказский пленник,ru
17894,The Beautician and the Beast,en
28059,SubUrbia,en
58911,Hotel de Love,en
17949,The Pest,en
1968,Fools Rush In,en
61563,Touch,en
66,Absolute Power,en
20735,That Darn Cat,en
11419,Vegas Vacation,en
333165,Unforgotten: Twenty-Five Years After Willowbrook,en
25796,That Old Feeling,en
638,Lost Highway,en
25624,Rosewood,en
9366,Donnie Brasco,en
60083,Salut cousin !,fr
21915,Booty Call,en
90928,Rhyme & Reason,en
50091,Boys Life 2,en
18420,City of Industry,en
19952,Best Men,en
9446,Jungle 2 Jungle,en
28005,Kama Sutra - A Tale of Love,en
9403,Private Parts,en
27322,Love Jones,en
10003,The Saint,en
9311,Smilla's Sense of Snow,en
11844,The Van,en
884,Crash,en
49806,The Daytrippers,en
1624,Liar Liar,en
88423,The Quiet Room,en
16052,Selena,en
4477,The Devil's Own,en
24662,Cats Don't Dance,en
18423,B.A.P.S.,en
76996,Love and Other Catastrophes,it
6499,Turbo: A Power Rangers Movie,en
50512,Anna Karenina,en
9405,Double Team,en
12723,Inventing the Abbotts,en
9360,Anaconda,en
9434,Grosse Pointe Blank,en
118991,Keys to Tulsa,en
21626,Kissed,en
13982,8 Heads in a Duffel Bag,en
93946,Hollow Reed,en
77223,Paradise Road,en
31465,Traveller,en
12793,All Over Me,en
102878,A Brother's Kiss,en
105763,Shekvarebuli kulinaris ataserti retsepti,fr
9611,Romy and Michele's High School Reunion,en
47694,Feng yue,zh
10357,Volcano,en
9977,Children of the Revolution,en
816,Austin Powers: International Man of Mystery,en
2163,Breakdown,en
124680,Broken English,en
16399,Commandments,en
124843,Ripe,en
31017,Truth or Consequences N.M.,en
24645,The Turning,en
49478,Warriors of Virtue,en
12499,Fathers' Day,en
18,The Fifth Element,en
68545,Intimate Relations,en
1811,Nowhere,en
109614,Losing Chase,en
60082,Sprung,en
105045,Das Versprechen,de
53023,Le bonheur,fr
64802,Love! Valour! Compassion!,de
11239,Shall we ダンス?,ja
50850,The Second Jungle Book: Mowgli & Baloo,en
15321,Twin Town,en
2058,Addicted to Love,en
9450,Brassed Off,en
125021,The Designated Mourner,en
330,The Lost World: Jurassic Park,en
38523,Ponette,fr
16375,Schizopolis,en
33660,Shiloh,en
59232,The War at Home,en
45671,Rough Magic,en
17770,Trial and Error,en
15170,Buddy,en
1701,Con Air,en
201445,Late Bloomers,en
26422,The Pillow Book,en
124642,En avoir (ou pas),en
1639,Speed 2: Cruise Control,en
49235,Squeeze,en
106129,Sudden Manhattan,en
291634,The Next Step,en
107743,Wedding Bell Blues,en
415,Batman & Robin,en
47686,Dream with the Fishes,en
65889,Roseanna's Grave,en
11103,Head Above Water,en
11970,Hercules,en
34941,The Last Time I Committed Suicide,en
407992,MURDER and murder,en
8874,My Best Friend's Wedding,en
17991,Tetsuo II: Body Hammer,ja
11956,Chacun Cherche Son Chat,fr
266,Le Mépris,fr
754,Face/Off,en
37567,Fall,en
124834,Mondo,fr
249358,The Innocent Sleep,fr
111367,For Ever Mozart,en
607,Men in Black,en
18080,Out to Sea,en
38225,Wild America,en
17834,A Simple Wish,en
686,Contact,en
65046,Love Serenade,en
4421,G.I. Jane,en
9387,Conan the Barbarian,en
10603,George of the Jungle,en
2142,Cop Land,en
8413,Event Horizon,en
10336,Spawn,en
20737,Air Bud,en
9413,Picture Perfect,en
14585,In the Company of Men,en
18519,Free Willy 3: The Rescue,en
49462,Career Girls,en
8834,Conspiracy Theory,en
9458,Desperate Measures,en
8854,Steel,en
38295,She's So Lovely,en
22073,Hoodlum,en
37244,Leave it to Beaver,en
4961,Mimic,en
9416,Money Talks,en
26180,Excess Baggage,en
17832,Kull the Conqueror,en
9772,Air Force One,en
6072,One Eight Seven,en
1669,The Hunt for Red October,en
468,My Own Private Idaho,en
32519,Kiss Me Guido,en
108401,Star Maps,en
10806,In & Out,en
9433,The Edge,en
6623,The Peacemaker,en
2118,L.A. Confidential,en
978,Seven Years in Tibet,en
9437,Kiss the Girls,en
29461,Soul Food,en
56651,Kicked in the Head,en
10351,Wishmaster,en
66588,A Thousand Acres,en
2649,The Game,en
14289,Fire Down Below,en
10155,U Turn,en
75250,The Locusts,en
20457,The Matchmaker,en
18355,The Assignment,en
33657,A Smile Like Yours,en
55306,Ulee's Gold,en
68924,The Ice Storm,en
36434,Stag,en
2255,Chasing Amy,en
28353,How to Be a Player,en
9427,The Full Monty,en
172545,Indian Summer,en
17589,Mrs Brown,en
3597,I Know What You Did Last Summer,en
1813,The Devil's Advocate,en
36797,RocketMan,en
12628,Playing God,en
33344,The House of Yes,en
25099,Fast Cheap & Out of Control,en
45019,Washington Square,en
63437,Telling Lies In America,de
62422,Year of the Horse,en
782,Gattaca,en
29911,FairyTale: A True Story,en
9827,Phantoms,en
1959,Swept from the Sea,en
251481,Wonderland,en
8067,A Life Less Ordinary,en
125052,Hurricane Streets,en
45153,Eve's Bayou,en
10871,Switchback,en
14398,Gang Related,en
10890,Stripes,en
99002,Nénette et Boni,fr
1281,Bean,en
32332,Hugo Pool,en
9770,Mad City,en
12616,One Night Stand,en
34838,The Tango Lesson,en
14905,Welcome to Sarajevo,en
14583,Deceiver,en
11975,The Rainmaker,en
4995,Boogie Nights,en
9281,Witness,en
45928,Incognito,en
563,Starship Troopers,en
61337,Critical Care,en
19931,The Joy Luck Club,en
31535,Chairman of the Board,en
10215,Sliding Doors,en
9823,Mortal Kombat: Annihilation,en
37165,The Truman Show,en
45609,The Wings of the Dove,en
38904,Mrs. Dalloway,en
45565,I Love You I Love You Not,en
9407,Red Corner,en
4824,The Jackal,en
9444,Anastasia,en
9414,The Man Who Knew Too Little,en
8078,Alien: Resurrection,en
29938,Alien Escape,en
11831,Amistad,en
2895,The Apostle,en
39177,Artemisia,fr
19601,Bent,en
124606,Bang,en
42832,Les Boys,fr
22797,The Butcher Boy,en
2639,Deconstructing Harry,en
9574,Flubber,en
10371,For Richer or Poorer,en
489,Good Will Hunting,en
167738,Guy,en
293820,Tar,en
9714,Home Alone 3,en
102406,Ill Gotten Gains,en
170430,Man of Her Dreams,en
8197,Midnight in the Garden of Good and Evil,en
6283,MouseHunt,en
279698,Never Met Picasso,en
49728,Office Killer,en
64562,Other Voices Other Rooms,en
4233,Scream 2,en
191874,Stranger in the House,en
10217,The Sweet Hereafter,en
438108,Time Tracers,en
597,Titanic,en
714,Tomorrow Never Dies,en
52537,Twisted,en
12799,À Toute vitesse,fr
62394,The Education of Little Tree,it
9922,The Postman,en
547,The Horse Whisperer,en
25994,The Winter Guest,en
184,Jackie Brown,en
9746,Kundun,en
9438,Mr. Magoo,en
115,The Big Lebowski,en
26941,Afterglow,en
27103,Ma vie en rose,fr
9410,Great Expectations,en
32302,3 Ninjas: High Noon at Mega Mountain,en
216794,Men of Means,en
88863,Caught Up,en
154821,Arguing the World,en
41417,Firestorm,en
12538,Senseless,pt
586,Wag the Dog,en
2666,Dark City,en
46338,The Leading Man,en
54007,Star Kid,en
11258,Hard Rain,en
9490,Half Baked,en
9411,Fallen,en
25719,Shooting Fish,en
9033,The Prophecy II,en
11220,墮落天使,cn
21253,O Que é Isso Companheiro?,pt
6116,Spice World,en
9457,Deep Rising,en
281289,Tainted,en
43911,A Letter from Death Row,en
39424,Music from Another Room,en
44361,Мать и сын,ru
11702,The Replacement Killers,en
2923,B. Monkey,en
12238,The Night Flier,en
11568,Blues Brothers 2000,en
41577,Tokyo Fist,ja
66894,Ride,en
11003,The Wedding Singer,en
10153,Sphere,en
49645,Ayn Rand: A Sense of Life,en
47112,A Further Gesture,en
102732,Little City,en
30949,Palmetto,en
2898,As Good as It Gets,en
9558,King of New York,en
83593,A Paralyzing Fear: The Story of Polio in America,en
320011,Men with Guns,en
26269,Twilight,en
11808,U.S. Marshals,en
6970,Welcome to Woop Woop,en
47452,Love and Death on Long Island,en
18205,El Callejón de los Milagros,es
36943,In God's Hands,en
21736,Everest,en
17941,Hush,en
10668,Suicide Kings,en
9313,The Man in the Iron Mask,en
42807,The Newton Boys,en
617,Wild Things,en
36568,Paulie,en
37272,A Cool Dry Place,en
5910,はなび,ja
9440,Primary Colors,en
53092,Niagara Niagara,en
32911,Wide Awake,en
44308,A Price Above Rubies,en
124821,Eden,en
32456,Two Girls and a Guy,en
93350,No Looking Back,en
62695,Storefront Hitchcock,en
32144,The Proposition,en
17127,The Object of My Affection,en
40688,Meet the Deedles,en
17133,Homegrown,en
19848,The Players Club,en
17644,Barney's Great Adventure,en
1774,The Big One,en
30265,Chinese Box,en
2157,Lost in Space,en
70581,Heaven's Burning,en
8838,Mercury Rising,en
29193,The Spanish Prisoner,en
795,City of Angels,en
16980,The Last Days of Disco,en
27472,The Odd Couple II,en
47881,My Giant,en
9469,He Got Game,en
12488,The Gingerbread Man,en
98499,Illtown,en
81367,Slappy and the Stinkers,en
267,Carne trémula,es
16148,Zero Effect,en
21252,Nil by Mouth,en
73135,Ratchet,en
9449,The Borrowers,en
6264,Prince Valiant,en
90414,I Love You Don't Touch Me!,fr
188870,Leather Jacket Love Story,en
215373,Love Walked In,en
78149,An Alan Smithee Film: Burn Hollywood Burn,en
15513,Kissing a Fool,en
31220,Krippendorf's Tribe,en
13907,Kurt & Courtney,en
29825,The Real Blonde,en
10622,一個好人,cn
17139,Karakter,nl
34582,Budbringeren,nb
10216,Species II,en
9771,Major League: Back to the Minors,en
24560,Sour Grapes,en
76330,Wild Man Blues,en
9448,The Big Hit,en
38618,Tarzan and the Lost City,en
18316,Black Dog,en
78373,Dancer Texas Pop. 81,en
77514,Priyatel Pokoynika,en
49474,Go Now,en
4415,Les Misérables,en
39467,Still Breathing,en
55561,Clockwatchers,en
8656,Deep Impact,en
209345,Little Men,en
58680,Woo,en
35161,The Hanging Garden,en
35796,Lawn Dogs,en
18937,Quest for Camelot,en
929,Godzilla,en
9452,Bulworth,en
1878,Fear and Loathing in Las Vegas,en
9844,The Opposite of Sex,en
40505,I Got the Hook Up,en
14342,Almost Heroes,en
9715,Hope Floats,en
26610,Insomnia,no
20064,Little Boy Blue,en
40961,The Ugly,fr
1965,A Perfect Murder,en
312,Jenseits der Stille,de
6068,Six Days Seven Nights,en
15037,Can't Hardly Wait,en
50043,Cousin Bette,en
37636,High Art,en
17044,The Land Girls,en
60951,Passion in the Desert,en
416437,Dear Jesse,en
32284,Dream for an Insomniac,en
51955,Hav Plenty,en
37410,Henry Fool,en
47481,Marie Baie des Anges,en
53765,Mr. Jealousy,en
10674,Mulan,en
136134,Resurrection Man,en
846,The X Files,en
12655,I Went Down,en
3050,Doctor Dolittle,en
1389,Out of Sight,en
11020,Picnic at Hanging Rock,en
20862,Smoke Signals,en
